book,chapter,verse,text
Testament of Benjamin,10,9,"not]. And then shall He judge all the Gentiles, [as many as believed Him not when He appeared"
Testament of Benjamin,10,10,"upon earth]. And He shall convict Israel through the chosen ones of the Gentiles, even as He reproved Esau through the Midianites, who deceived their brethren, [so that they fell into fornication, and idolatry; and they were alienated from God], becoming therefore children in the portion of them that fear the Lord."
Testament of Benjamin,10,11,"If ye therefore, my children, walk in holiness according to the commandments of the Lord, ye shall again dwell securely with me, and all Israel shall be gathered unto the Lord."
Testament of Benjamin,11,1,"And I shall no longer be called a ravening wolf on account of your ravages, but [a worker of the Lord, distributing food to them that work what is good."
Testament of Benjamin,11,2,"And there shall rise up from my seed in the latter times one] beloved of the Lord, [hearing upon the earth His voice] and a doer of the good pleasure of His will, [enlightening with new knowledge all the Gentiles, even the light of knowledge, bursting in upon Israel for salvation and tearing away from them like a wolf, and giving to the synagogue of the Gentiles."
Testament of Benjamin,11,3,"Until the consummation of the age shall he be in the synagogues of the Gentiles, and among their"
Testament of Benjamin,11,4,"rulers, as a strain of music in the mouth of all. And he shall be inscribed in the holy books, both"
Testament of Benjamin,11,5,"his work and his word, and he shall be a chosen one of God for ever. And through them he shall go to and fro as Jacob my father, saying: He shall fill up that which lacketh of thy tribe]."
Testament of Benjamin,12,1,"And when he finished his words, he said: I command you, my children, carry up my bones out of Egypt, and bury me at Hebron, near my"
Testament of Benjamin,12,2,"fathers. So Benjamin died a hundred and twenty-five years old, at a good old age, and they"
Testament of Benjamin,12,3,"placed him in a coffin. And in the ninety-first year from the entrance of the children of Israel into Egypt, they and their brethren brought up the bones of their fathers secretly during the Canaanitish war; and they buried them in Hebron,"
Testament of Benjamin,12,4,"by the feet of their fathers. And they returned from the land of Canaan and dwelt in Egypt until the day of their departure from the land of Egypt. work comprising the dying commands of the twelve sons of Jacob. It is part of the Oskan Armenian Orthodox Bible of 1666. Fragments of similar writings were found at Qumran, but opinions are divided as to whether these are the same texts. It is considered Apocalyptic literature. the West through the agency of Robert Grosseteste, Bishop of Lincoln, whose Latin translation of the work immediately became popular. He believed that it was a genuine work of the twelve sons of Jacob, and that the Christian interpolations were a genuine product of Jewish prophecy; he accused Jews of concealing the Testaments ""on account of the prophecies of the Saviour contained in them."" Christian forgery for nearly four centuries. Presently, scholarly opinions are still divided as to whether the it is an originally Jewish document that has been retouched by Christians, or a Christian document written originally in Greek but based on some earlier Semitic- language material.[1] Scholarship tends to focus on this book as a Christian work, whether or not it has a Jewish predecessor (Vorlage)."
